LangID	Name
btd	Batak Dairi
bte	Gamo-Ningi
btf	Birgit
btg	Bété, Gagnoa
btg	Gagnoa Bété
bth	Biatah Bidayuh
bth	Bidayuh, Biatah
bti	Burate
btj	Bacanese Malay
btj	Malay, Bacanese
btl	Bhatola
btm	Batak Mandailing
btn	Ratagnon
bto	Bikol, Rinconada
bto	Rinconada Bikol
btp	Budibud
btq	Batek
btr	Baetora
bts	Batak Simalungun
btt	Bete-Bendi
btu	Batu
btv	Bateri
btw	Butuanon
btx	Batak Karo
bty	Bobot
btz	Batak Alas-Kluet
bua	Buriat
bua	Buryat
bub	Bua
buc	Bushi
bud	Ntcham
bue	Beothuk
buf	Bushoong
bug	Buginese
bug	Bugis
buh	Bunu, Younuo
buh	Younuo Bunu
bui	Bongili
buj	Basa-Gurmana
buk	Bugawac
bul	Bulgarian
bul	Bulgarisch
bum	Bulu
bum	Bulu (Cameroon)
bun	Sherbro
buo	Terei
bup	Busoa
buq	Brem
bus	Bokobaru
but	Bungain
buu	Budu
buv	Bun
buw	Bubi
bux	Boghom
buy	Bullom So
buz	Bukwen
bva	Barein
bvb	Bube
bvc	Baelelea
bvd	Baeggu
bve	Berau Malay
bve	Malay, Berau
bvf	Boor
bvg	Bonkeng
bvh	Bure
bvi	Belanda Viri
bvj	Baan
bvk	Bukat
bvl	Bolivian Sign Language
bvm	Bamunka
bvn	Buna
bvo	Bolgo
bvp	Bumang
bvq	Birri
bvr	Burarra
bvt	Bati
bvt	Bati (Indonesia)
bvu	Bukit Malay
bvu	Malay, Bukit
bvv	Baniva
bvw	Boga
bvx	Dibole
bvy	Baybayanon
bvz	Bauzi
bwa	Bwatoo
bwb	Namosi-Naitasiri-Serua
bwc	Bwile
bwd	Bwaidoka
bwe	Bwe Karen
bwe	Karen, Bwe
bwf	Boselewa
bwg	Barwe
bwh	Bishuo
bwi	Baniwa
bwj	Bwamu, Láá Láá
bwj	Láá Láá Bwamu
bwk	Bauwaki
bwl	Bwela
bwm	Biwat
bwn	Bunu, Wunai
bwn	Wunai Bunu
bwo	Borna
bwo	Borna (Ethiopia)
bwo	Boro (Ethiopia)
bwp	Mandobo Bawah
bwq	Bobo Madaré, Southern
bwq	Southern Bobo Madaré
bwr	Bura-Pabir
bws	Bomboma
bwt	Bafaw-Balong
bwu	Buli (Ghana)
bww	Bwa
bwx	Bu-Nao Bunu
bwx	Bunu, Bu-Nao
bwy	Bwamu, Cwi
bwy	Cwi Bwamu
bwz	Bwisi
bxa	Tairaha
bxb	Belanda Bor
bxb	Bor, Belanda
bxc	Molengue
bxd	Pela
bxe	Birale
bxe	Ongota
bxf	Bilur
bxf	Minigir
bxg	Bangala
bxh	Buhutu
bxi	Pirlatapa
bxj	Bayungu
bxk	Bukusu
bxk	Lubukusu
bxl	Jalkunan
bxm	Buriat, Mongolia
bxm	Mongolia Buriat
bxn	Burduna
bxo	Barikanchi
bxp	Bebil
bxq	Beele
bxr	Buriat, Russia
bxr	Russia Buriat
bxs	Busam
bxu	Buriat, China
bxu	China Buriat
bxv	Berakou
bxw	Bankagooma
bxz	Binahari
bya	Batak
byb	Bikya
byc	Ubaghara
byd	Benyadu'
byd	Benyadu’
bye	Pouye
byf	Bete
byg	Baygo
byh	Bhujel
byi	Buyu
byj	Bina
byj	Bina (Nigeria)
byk	Biao
byl	Bayono
bym	Bidyara
byn	Bilen
byn	Bilin
byn	Blin
byo	Biyo
byp	Bumaji
byq	Basay
byr	Baruya
byr	Yipma
bys	Burak
byt	Berti
byv	Medumba
byw	Belhariya
byx	Qaqet
byz	Banaro
bza	Bandi
bzb	Andio
bzc	Malagasy, Southern Betsimisaraka
bzc	Southern Betsimisaraka Malagasy
bzd	Bribri
bze	Bozo, Jenaama
bze	Jenaama
bze	Jenaama Bozo
bzf	Boikin
bzg	Babuza
bzh	Buang, Mapos
bzh	Mapos Buang
bzi	Bisu
bzj	Belize Kriol English
bzj	Kriol English, Belize
bzk	Creole English, Nicaragua
bzk	Nicaragua Creole English
bzl	Boano (Sulawesi)
bzm	Bolondo
bzn	Boano
bzn	Boano (Maluku)
bzo	Bozaba
bzp	Kemberano
bzq	Buli
bzq	Buli (Indonesia)
bzr	Biri
bzs	Brazilian Sign Language
bzt	Brithenig
bzu	Burmeso
bzv	Naami
bzw	Basa
bzw	Basa (Nigeria)
bzx	Bozo, Kelengaxo
bzx	Bozo, Kɛlɛngaxo
bzx	Hainyaxo
bzx	Kɛlɛngaxo Bozo
bzy	Obanliku
bzz	Evant
caa	Chortí
caa	Ch’orti’
cab	Garifuna
cac	Chuj
cad	Caddo
cae	Laalaa
cae	Lehar
caf	Carrier, Southern
caf	Southern Carrier
cag	Nivaclé
cah	Cahuarano
caj	Chané
cak	Cakchiquel
cak	Kaqchikel
cal	Carolinian
cam	Cemuhî
can	Chambri
cao	Chácobo
cap	Chipaya
caq	Car Nicobarese
caq	Nicobarese, Car
car	Carib
car	Carib, Galibi
car	Galibi Carib
cas	Tsimané
cat	Catalan
cat	Katalanisch
cat	Valencian
cav	Cavineña
caw	Callawalla
cax	Chiquitano
cay	Cayuga
caz	Canichana
cbb	Cabiyarí
cbc	Carapana
cbd	Carijona
cbe	Chipiajes
cbg	Chimila
cbh	Cagua
cbi	Chachi
cbi	Chapalaachi
cbj	Ede Cabe
cbk	Chavacano
cbl	Bualkhaw Chin
cbl	Chin, Bualkhaw
cbn	Nyahkur
cbo	Izora
cbq	Cuba
cbq	Tsucuba
cbr	Cashibo-Cacataibo
cbs	Cashinahua
cbs	Kashinawa
cbt	Chayahuita
cbu	Candoshi-Shapra
cbv	Cacua
cbw	Kinabalian
cby	Carabayo
cca	Cauca
ccc	Chamicuro
ccd	Cafundo Creole
ccd	Creole, Cafundo
cce	Chopi
ccg	Daka, Samba
ccg	Samba Daka
cch	Atsam
ccj	Kasanga
ccl	Cutchi-Swahili
ccm	Creole Malay, Malaccan
ccm	Malaccan Creole Malay
cco	Chinantec, Comaltepec
cco	Chinanteco
cco	Comaltepec Chinantec
ccp	Chakma
ccr	Cacaopera
cda	Choni
cde	Chenchu
cdf	Chiru
cdg	Chamari
cdh	Chambeali
cdi	Chodri
cdj	Churahi
cdm	Chepang
cdn	Chaudangsi
cdo	Chinese, Min Dong
cdo	Min Dong Chinese
cdr	Cinda-Regi-Tiyal
cdr	Kamuku
cds	Chadian Sign Language
cdy	Chadong
cdz	Koda
cea	Chehalis, Lower
cea	Lower Chehalis
ceb	Cebuano
ceg	Chamacoco
cek	Chin, Eastern Khumi
cek	Eastern Khumi Chin
cen	Cen
ces	Czech
ces	Tschechisch
cet	Centúúm
cfa	Dijim-Bwilim
cfa	Dikaka
cfd	Cara
cfg	Como Karim
cfm	Chin, Falam
cfm	Falam Chin
cga	Changriwa
cgc	Kagayanen
cgg	Chiga
cgk	Chocangacakha
cha	Chamorro
chb	Chibcha
chc	Catawba
chd	Chontal, Highland Oaxaca
chd	Highland Oaxaca Chontal
che	Chechen
chf	Chontal, Tabasco
chf	Tabasco Chontal
chg	Chagatai
chh	Chinook
chj	Chinantec, Ojitlán
chj	Ojitlán Chinantec
chk	Chuukese
chl	Cahuilla
chm	Mari (Russia)
chn	Chinook Wawa
chn	Chinook jargon
cho	Choctaw
chp	Chipewyan
chp	Dene
chp	Dene Suline
chq	Chinantec, Quiotepec
chq	Quiotepec Chinantec
chr	Cherokee
cht	Cholón
chu	Bulgarian, Old
chu	Church Slavic
chu	Church Slavonic
chu	Glagolitic
chu	Old Bulgarian
chu	Old Church Slavonic
chu	Old Slavonic
chu	Slavic, Church
chu	Slavonic, Church
chu	Slavonic, Old
chu	Slavonic, Old Church
chv	Chuvash
chw	Chuwabu
chx	Chantyal
chy	Cheyenne
chz	Chinantec, Ozumacín
chz	Ozumacín Chinantec
cia	Cia-Cia
cib	Ci Gbe
cib	Gbe, Ci
cic	Chickasaw
cid	Chimariko
cie	Cineni
cih	Chinali
cik	Chitkuli Kinnauri
cik	Kinnauri, Chitkuli
cim	Cimbrian
cin	Cinta Larga
cip	Chiapanec
cir	Haméa
cir	Méa
cir	Tiri
cir	Tîrî
ciw	Chippewa
ciy	Chaima
cja	Cham, Western
cja	Western Cham
cje	Chru
cjh	Chehalis, Upper
cjh	Upper Chehalis
cji	Chamalal
cjk	Chokwe
cjk	Cokwe
cjm	Cham, Eastern
cjm	Eastern Cham
cjn	Chenapian
cjo	Ashéninka Pajonal
cjp	Cabécar
cjs	Shor
cjv	Chuave
cjy	Chinese, Jinyu
cjy	Jinyu Chinese
ckb	Central Kurdish
ckb	Kurdish, Central
ckh	Chak
ckl	Cibak
ckl	Kibaku
ckn	Chin, Kaang
ckn	Kaang Chin
cko	Anufo
ckq	Kajakse
ckr	Kairak
cks	Tayo
ckt	Chukchi
ckt	Chukot
cku	Koasati
ckv	Kavalan
ckx	Caka
cky	Cakfem-Mushere
ckz	Cakchiquel-Quiché Mixed Language
ckz	Kaqchikel-K’iche’ Mixed Language
cla	Ron
clc	Chilcotin
cld	Chaldean Neo-Aramaic
cld	Neo-Aramaic, Chaldean
cle	Chinantec, Lealao
cle	Lealao Chinantec
clh	Chilisso
cli	Chakali
clj	Chin, Laitu
clj	Laitu Chin
clk	Idu-Mishmi
cll	Chala
clm	Clallam
clm	Klallam
clo	Chontal, Lowland Oaxaca
clo	Lowland Oaxaca Chontal
clt	Chin, Lautu
clt	Lautu Chin
clu	Caluyanun
clw	Chulym
cly	Chatino, Eastern Highland
cly	Eastern Highland Chatino
cma	Maa
cme	Cerma
cmg	Classical Mongolian
cmg	Mongolian, Classical
cmi	Emberá-Chamí
cml	Campalagian
cmm	Michigamea
cmn	Chinese, Mandarin
cmn	Mandarin Chinese
cmo	Central Mnong
cmo	Mnong, Central
cmr	Chin, Mro-Khimi
cmr	Mro
cmr	Mro-Khimi Chin
cms	Messapic
cmt	Camtho
cna	Changthang
cnb	Chin, Chinbon
cnb	Chinbon Chin
cnc	Côông
cng	Northern Qiang
cng	Qiang, Northern
cnh	Chin, Haka
cnh	Haka Chin
cni	Asháninka
cnk	Chin, Khumi
cnk	Khumi Chin
cnl	Chinantec, Lalana
cnl	Lalana Chinantec
cno	Con
cns	Asmat, Central
cns	Central Asmat
cnt	Chinantec, Tepetotutla
cnt	Tepetotutla Chinantec
cnu	Chenoua
cnw	Chin, Ngawn
cnw	Ngawn Chin
cnx	Cornish, Middle
cnx	Middle Cornish
coa	Cocos Islands Malay
coa	Malay, Cocos Islands
cob	Chicomuceltec
coc	Cocopa
cod	Cocama-Cocamilla
coe	Koreguaje
cof	Colorado
cog	Chong
coh	Chichonyi-Chidzihana-Chikauma
coh	Chonyi-Dzihana-Kauma
coj	Cochimi
cok	Cora, Santa Teresa
cok	Santa Teresa Cora
col	Columbia-Wenatchi
com	Comanche
con	Cofán
coo	Comox
cop	Coptic
coq	Coquille
cor	Cornish
cos	Corsican
cot	Caquinte
cou	Wamey
cov	Cao Miao
cow	Cowlitz
cox	Nanti
coy	Coyaima
coz	Chocholtec
coz	Chochotec
cpa	Chinantec, Palantla
cpa	Palantla Chinantec
cpb	Ashéninka, Ucayali-Yurúa
cpb	Ucayali-Yurúa Ashéninka
cpc	Ajyíninka Apurucayali
cpg	Cappadocian Greek
cpg	Greek, Cappadocian
cpi	Chinese Pidgin English
cpi	Pidgin English, Chinese
cpn	Cherepon
cpo	Kpeego
cps	Capiznon
cpu	Ashéninka, Pichis
cpu	Pichis Ashéninka
cpx	Chinese, Pu-Xian
cpx	Pu-Xian Chinese
cpy	Ashéninka, South Ucayali
cpy	South Ucayali Ashéninka
cqd	Chuanqiandian Cluster Miao
cqd	Miao, Chuanqiandian Cluster
cqu	Chilean Quechua
cqu	Quechua, Chilean
cra	Chara
crb	Carib, Island
crb	Island Carib
crc	Lonwolwol
crd	Coeur d'Alene
crd	Coeur d’Alene
cre	Cree
crf	Caramanta
crg	Michif
crh	Crimean Tatar
crh	Crimean Turkish
crh	Tatar, Crimean
crh	Turkish, Crimean
cri	Sãotomense
crj	Cree, Southern East
crj	Southern East Cree
crk	Cree, Plains
crk	Plains Cree
crl	Cree, Northern East
crl	Northern East Cree
crm	Cree, Moose
crm	Moose Cree
crn	Cora, El Nayar
crn	El Nayar Cora
cro	Crow
crq	Chorote, Iyo'wujwa
crq	Chorote, Iyo’wujwa
crq	Iyo'wujwa Chorote
crr	Algonquian, Carolina
crr	Carolina Algonquian
crs	Creole French, Seselwa
crs	Seselwa
crs	Seselwa Creole French
crs	Seychelles Creole
crt	Chorote, Iyojwa'ja
crt	Chorote, Iyojwa’ja
crt	Iyojwa'ja Chorote
crv	Chaura
crw	Chrau
crx	Carrier
cry	Cori
crz	Cruzeño
csa	Chiltepec Chinantec
csa	Chinantec, Chiltepec
csb	Kaschubisch
csb	Kashubian
csc	Catalan Sign Language
csc	Lengua de señas catalana
csc	Llengua de Signes Catalana
csd	Chiangmai Sign Language
cse	Czech Sign Language
csf	Cuba Sign Language
csg	Chilean Sign Language
csh	Asho Chin
csh	Chin, Asho
csi	Coast Miwok
csi	Miwok, Coast
csj	Chin, Songlai
csj	Songlai Chin
csk	Jola-Kasa
csl	Chinese Sign Language
csm	Central Sierra Miwok
csm	Miwok, Central Sierra
csn	Colombian Sign Language
cso	Chinantec, Sochiapam
cso	Chinantec, Sochiapan
cso	Sochiapam Chinantec
cso	Sochiapan Chinantec
csq	Croatia Sign Language
csr	Costa Rican Sign Language
css	Ohlone, Southern
css	Southern Ohlone
cst	Northern Ohlone
cst	Ohlone, Northern
csv	Chin, Sumtu
csv	Sumtu Chin
csw	Cree, Swampy
csw	Swampy Cree
csy	Chin, Siyin
csy	Siyin Chin
csz	Coos
cta	Chatino, Tataltepec
cta	Tataltepec Chatino
ctc	Chetco
ctd	Chin, Tedim
ctd	Tedim Chin
cte	Chinantec, Tepinapa
cte	Tepinapa Chinantec
ctg	Chittagonian
cth	Chin, Thaiphum
cth	Thaiphum Chin
ctl	Chinantec, Tlacoatzintepec
ctl	Tlacoatzintepec Chinantec
ctm	Chitimacha
ctn	Chhintang
ctn	Chhintange
cto	Emberá-Catío
ctp	Chatino, Western Highland
ctp	Western Highland Chatino
cts	Bikol, Northern Catanduanes
cts	Northern Catanduanes Bikol
ctt	Chetti, Wayanad
ctt	Wayanad Chetti
ctu	Chol
ctz	Chatino, Zacatepec
ctz	Zacatepec Chatino
cua	Cua
cub	Cubeo
cuc	Chinantec, Usila
cuc	Usila Chinantec
cug	Cung
cuh	Chuka
cuh	Gichuka
cui	Cuiba
cuj	Mashco Piro
cuk	Kuna
cuk	Kuna, San Blas
cuk	San Blas Kuna
cul	Culina
cul	Kulina
cum	Cumeral
cuo	Cumanagoto
cup	Cupeño
cuq	Cun
cur	Chhulung
cut	Cuicatec, Teutila
cut	Teutila Cuicatec
cuu	Tai Ya
cuv	Cuvok
cuw	Chukwa
cux	Cuicatec, Tepeuxila
cux	Tepeuxila Cuicatec
cvg	Chug
cvn	Chinantec, Valle Nacional
cvn	Valle Nacional Chinantec
cwa	Kabwa
cwb	Maindo
cwd	Cree, Woods
cwd	Woods Cree
cwe	Kwere
cwg	Cheq Wong
cwg	Chewong
cwt	Kuwaataay
cya	Chatino, Nopala
cya	Nopala Chatino
cyb	Cayubaba
cym	Walisisch
cym	Welsh
cyo	Cuyonon
czh	Chinese, Huizhou
czh	Huizhou Chinese
czk	Knaanic
czn	Chatino, Zenzontepec
czn	Zenzontepec Chatino
czo	Chinese, Min Zhong
czo	Min Zhong Chinese
czt	Chin, Zotung
czt	Zotung Chin
daa	Dangaléat
dac	Dambi
dad	Marik
dae	Duupa
dag	Dagbani
dah	Gwahatike
dai	Day
daj	Daju, Dar Fur
daj	Dar Fur Daju
dak	Dakota
dak	Sioux
dal	Dahalo
dam	Damakawa
dan	Danish
dan	Dänisch
dao	Chin, Daai
dao	Daai Chin
daq	Dandami Maria
daq	Maria, Dandami
dar	Dargwa
dar	Kubachi
das	Daho-Doo
dau	Daju, Dar Sila
dau	Dar Sila Daju
dav	Dawida
dav	Taita
daw	Davawenyo
dax	Dayi
daz	Dao
dba	Bangime
dbb	Deno
dbd	Dadiya
dbe	Dabe
dbf	Edopi
dbg	Dogon, Dogul Dom
dbg	Dogul Dom Dogon
dbi	Doka
dbj	Ida'an
dbj	Ida’an
dbl	Dyirbal
dbm	Duguri
dbn	Duriankere
dbo	Dulbu
dbp	Duwai
dbq	Daba
dbr	Dabarre
dbt	Ben Tey Dogon
dbt	Dogon, Ben Tey
dbu	Bondum Dom Dogon
dbu	Dogon, Bondum Dom
dbv	Dungu
dbw	Bankan Tey Dogon
dbw	Dogon, Bankan Tey
dby	Dibiyaso
dcc	Deccan
dcr	Negerhollands
dda	Dadi Dadi
ddd	Dongotono
dde	Doondo
ddg	Fataluku
ddi	Goodenough, West
ddi	West Goodenough
ddj	Jaru
ddn	Dendi (Benin)
ddo	Dido
ddo	Tsez
ddr	Dhudhuroa
dds	Dogon, Donno So
dds	Donno So Dogon
ddw	Dawera-Daweloor
dec	Dagik
ded	Dedua
dee	Dewoin
def	Dezfuli
deg	Degema
deh	Dehwari
dei	Demisa
dek	Dek
del	Delaware
dem	Dem
den	Slave (Athapascan)
dep	Delaware, Pidgin
dep	Pidgin Delaware
deq	Dendi
deq	Dendi (Central African Republic)
der	Deori
des	Desano
deu	Deutsch
deu	German
deu	German, Standard
dev	Domung
dez	Dengese
dga	Dagaare
dga	Dagaare, Southern
dga	Southern Dagaare
dgb	Bunoge Dogon
dgb	Dogon, Bunoge
dgc	Agta, Casiguran Dumagat
dgc	Casiguran Dumagat Agta
dgd	Dagaari Dioula
dge	Degenan
dgg	Doga
dgh	Dghwede
dgi	Dagara, Northern
dgi	Northern Dagara
dgk	Dagba
dgl	Andaandi
dgl	Dongolawi
dgn	Dagoman
dgo	Dogri
dgo	Dogri (individual language)
dgr	Dogrib
dgr	Tłı̨chǫ (Dogrib)
dgs	Dogoso
dgt	Ndra'ngith
dgt	Ndra’ngith
dgu	Degaru
dgw	Daungwurrung
dgx	Doghoro
dgz	Daga
dhd	Dhundari
dhg	Dhangu
dhg	Djangu
dhg	Yolngu
dhi	Dhimal
dhl	Dhalandji
dhm	Dhimba
dhm	Zemba
dhn	Dhanki
dho	Dhodia
dhr	Dhargari
dhs	Dhaiso
dhu	Dhurga
dhv	Dehu
dhv	Drehu
dhw	Danuwar
dhw	Dhanwar (Nepal)
dhx	Dhungaloo
dia	Dia
dib	Dinka, South Central
dib	South Central Dinka
dic	Dida, Lakota
dic	Lakota Dida
did	Didinga
dif	Dieri
dig	Chidigo
dig	Digo
dih	Kumiai
dii	Dimbong
dij	Dai
dik	Dinka, Southwestern
dik	Southwestern Dinka
dil	Dilling
dim	Dime
din	Dinka
dio	Dibo
dip	Dinka, Northeastern
dip	Northeastern Dinka
diq	Dimli (individual language)
diq	Zazaki, Southern
dir	Dirim
dis	Dimasa
dit	Dirari
diu	Diriku
div	Dhivehi
div	Dhives Akuru
div	Divehi
div	Maldivian
div	Thaana
diw	Dinka, Northwestern
diw	Northwestern Dinka
dix	Dixon Reef
diy	Diuwe
diz	Ding
dja	Djadjawurrung
djb	Djinba
djc	Daju, Dar Daju
djc	Dar Daju Daju
djd	Djamindjung
djd	Jaminjung
dje	Zarma
djf	Djangun
dji	Djinang
djj	Djeebbana
djk	Aukan
djk	Businenge Tongo
djk	Eastern Maroon Creole
djk	Ndjuka
djk	Nenge
djm	Dogon, Jamsay
djm	Jamsay Dogon
djn	Djauan
djo	Jangkang
djr	Djambarrpuyngu
dju	Kapriman
djw	Djawi
dka	Dakpakha
dkk	Dakka
dkr	Kuijau
dks	Dinka, Southeastern
dks	Southeastern Dinka
dkx	Mazagway
dlg	Dolgan
dlk	Dahalik
dlm	Dalmatian
dln	Darlong
dma	Duma
dmb	Dogon, Mombo
dmb	Mombo Dogon
dmc	Gavak
dmd	Madhi Madhi
dme	Dugwor
dmg	Kinabatangan, Upper
dmg	Upper Kinabatangan
dmk	Domaaki
dml	Dameli
dmm	Dama
dmn	Maninka
dmo	Kemedzung
dmr	Damar, East
dmr	East Damar
dms	Dampelas
dmu	Dubu
dmu	Tebi
dmv	Dumpas
dmw	Mudburra
dmx	Dema
dmy	Demta
dmy	Sowari
dna	Dani, Upper Grand Valley
dna	Upper Grand Valley Dani
dnd	Daonda
dne	Ndendeule
dng	Dungan
dni	Dani, Lower Grand Valley
dni	Lower Grand Valley Dani
dnj	Dan
dnk	Dengka
dnn	Dzùùngoo
dnr	Danaru
dnt	Dani, Mid Grand Valley
dnt	Mid Grand Valley Dani
dnu	Danau
dnv	Danu
dnw	Dani, Western
dnw	Western Dani
dny	Dení
doa	Dom
dob	Dobu
doc	Dong, Northern
doc	Northern Dong
doe	Doe
dof	Domu
doh	Dong
doi	Dogri (macrolanguage)
dok	Dondo
dol	Doso
don	Toura (Papua New Guinea)
doo	Dongo
dop	Lukpa
doq	Dominican Sign Language
dor	Dori'o
dor	Dori’o
dos	Dogosé
dot	Dass
dov	Dombe
dow	Doyayo
dox	Bussa
doy	Dompo
doz	Dorze
dpp	Papar
drb	Dair
drc	Minderico
drd	Darmiya
dre	Dolpo
drg	Rungus
dri	C'lela
dri	C’Lela
drl	Paakantyi
drn	Damar, West
drn	West Damar
dro	Daro-Matu Melanau
dro	Melanau, Daro-Matu
drq	Dura
drr	Dororo
drs	Gedeo
drt	Drents
dru	Rukai
dry	Darai
dsb	Lower Sorbian
dsb	Niedersorbisch
dsb	Sorbian, Lower
dse	Dutch Sign Language
dse	Sign Language of the Netherlands
dsh	Daasanach
dsi	Disa
dsl	Danish Sign Language
dsn	Dusner
dso	Desiya
dsq	Tadaksahak
dta	Daur
dtb	Kadazan, Labuk-Kinabatangan
dtb	Labuk-Kinabatangan Kadazan
dtd	Ditidaht
dth	Adithinngithigh
dti	Ana Tinga Dogon
dti	Dogon, Ana Tinga
dtk	Dogon, Tene Kan
dtk	Tene Kan Dogon
dtm	Dogon, Tomo Kan
dtm	Tomo Kan Dogon
dto	Dogon, Tommo So
dto	Tommo So Dogon
dtp	Central Dusun
dtp	Dusun
dtp	Dusun, Central
dtr	Lotud
dts	Dogon, Toro So
dts	Toro So Dogon
dtt	Dogon, Toro Tegu
dtt	Toro Tegu Dogon
dtu	Dogon, Tebul Ure
dtu	Tebul Ure Dogon
dty	Dotyali
dua	Duala
dub	Dubli
duc	Duna
dud	Hun-Saare
due	Agta, Umiray Dumaget
due	Umiray Dumaget Agta
duf	Drubea
duf	Dumbea
duf	Ndrumbea
dug	Chiduruma
dug	Duruma
duh	Dungra Bhil
dui	Dumun
duj	Dhuwal
duk	Uyajitaya
dul	Agta, Alabat Island
dul	Alabat Island Agta
dum	Dutch, Middle
dum	Middle Dutch
dun	Dusun Deyah
duo	Agta, Dupaninan
duo	Dupaninan Agta
dup	Duano
duq	Dusun Malang
dur	Dii
dus	Dumi
duu	Drung
duv	Duvle
duw	Dusun Witu
dux	Duungooma
duy	Agta, Dicamay
duy	Dicamay Agta
duz	Duli
dva	Duau
dwa	Diri
dwr	Dawro
dws	Dutton World Speedwords
dww	Dawawa
dya	Dyan
dyb	Dyaberdyaber
dyd	Dyugun
dyg	Agta, Villa Viciosa
dyg	Villa Viciosa Agta
dyi	Djimini Senoufo
dyi	Senoufo, Djimini
dyi	Sénoufo, Djimini
dym	Dogon, Yanda Dom
dym	Yanda Dom Dogon
dyn	Dyangadi
dyo	Jola-Fonyi
dyu	Dioula
dyu	Dyula
dyu	Jula
dyy	Dyaabugay
dza	Tunzu
dza	Tunzuii
dze	Djiwarli
dzg	Dazaga
dzl	Dzalakha
dzn	Dzando
dzo	Dzongkha
dzo	Dzongkha (Bhutanese)
eaa	Karenggapa
ebg	Ebughu
ebk	Bontok, Eastern
ebk	Eastern Bontok
ebo	Teke-Ebo
ebo	Teke-Eboo
ebr	Ebrié
ebu	Embu
ebu	Kiembu
ecr	Eteocretan
ecs	Ecuadorian Sign Language
ecy	Cypriot
ecy	Eteocypriot
eee	E
efa	Efai
efe	Efe
efi	Efik
ega	Ega
egl	Emilian
ego	Eggon
egy	Ancient Egyptian Demotic
egy	Ancient Egyptian Hieratic
egy	Ancient Egyptian Hieroglyphic
egy	Egyptian (Ancient)
ehu	Ehueun
eip	Eipomek
eip	Lik
eit	Eitiep
eiv	Askopan
eja	Ejamat
eja	Jola-Felupe
eka	Ekajuk
ekc	Eastern Karnic
ekc	Karnic, Eastern
eke	Ekit
ekg	Ekari
eki	Eki
ekk	Estonian, Standard
ekk	Standard Estonian
ekl	Kol
ekl	Kol (Bangladesh)
ekm	Elip
eko	Koti
ekp	Ekpeye
ekr	Yace
eky	Eastern Kayah
eky	Kayah, Eastern
ele	Elepi
elh	El Hugeirat
eli	Nding
elk	Elkei
ell	Greek
ell	Greek, Modern (1453-)
ell	Modern Greek
ell	Modern Greek (1453-)
ell	Neugriechisch
elm	Eleme
elo	El Molo
elu	Elu
elx	Elamite
elx	Elamite Cuneiform
ema	Emai-Iuleha-Ora
emb	Embaloh
eme	Emerillon
emg	Eastern Meohang
emg	Meohang, Eastern
emg	Mewahang, Eastern
emi	Mussau-Emira
emk	Eastern Maninkakan
emk	Maninkakan, Eastern
emm	Mamulique
emn	Eman
emp	Emberá, Northern
emp	Northern Emberá
ems	Alutiiq
ems	Pacific Gulf Yupik
ems	Yupik, Pacific Gulf
emu	Eastern Muria
emu	Muria, Eastern
emw	Emplawas
emx	Erromintxela
emy	Epigraphic Mayan
emy	Mayan
emy	Mayan, Epigraphic
ena	Apali
enb	Markweeta
enc	En
end	Ende
enf	Enets
enf	Enets, Forest
enf	Forest Enets
eng	Englisch
eng	English
enh	Enets, Tundra
enh	Tundra Enets
enl	Enlhet
enm	English, Middle
enm	Middle English
enn	Engenni
eno	Enggano
enq	Enga
enr	Emem
enr	Emumu
enu	Enu
env	Enwan (Edu State)
enw	Enwan
enw	Enwan (Akwa Ibom State)
enx	Enxet
eot	Beti
eot	Beti (Côte d'Ivoire)
epi	Epie
epo	Esperanto
era	Eravallan
erg	Sie
erh	Eruwa
eri	Ogea
erk	Efate, South
erk	South Efate
ero	Horpa
err	Erre
ers	Ersu
ert	Eritai
erw	Erokwanas
ese	Ese Ejja
esh	Eshtehardi
esi	Inupiatun, North Alaskan
esi	North Alaskan Inupiatun
esk	Inupiatun, Northwest Alaska
esk	Northwest Alaska Inupiatun
esl	Egypt Sign Language
esl	Egyptian Sign Language
esm	Esuma
esn	Salvadoran Sign Language
eso	Estonian Sign Language
esq	Esselen
ess	Central Siberian Yupik
ess	Yupik, Central Siberian
est	Estnisch
est	Estonian
esu	Central Yupik
esu	Yupik, Central
esy	Eskayan
etb	Etebi
etc	Etchemin
eth	Ethiopian Sign Language
etn	Eton (Vanuatu)
eto	Eton
eto	Eton (Cameroon)
etr	Edolo
ets	Yekhee
ett	Etruscan
etu	Ejagham
etx	Eten
etx	Iten
etz	Semimi
eus	Baskisch
eus	Basque
eve	Even
evh	Uvbie
evn	Evenki
ewe	Ewe
ewe	Éwé
ewo	Ewondo
ext	Extremaduran
eya	Eyak
eyo	Keiyo
eza	Ezaa
eze	Uzekwe
faa	Fasu
fab	Fa d'Ambu
fab	Fa d’Ambu
fad	Wagi
faf	Fagani
fag	Finongan
fah	Baissa Fali
fah	Fali of Baissa
fah	Fali, Baissa
fai	Faiwol
faj	Faita
fak	Fang (Cameroon)
fal	Fali, South
fal	South Fali
fam	Fam
fan	Fang
fan	Fang (Equatorial Guinea)
fao	Faroese
fao	Färöisch
fap	Palor
far	Fataleka
fas	Persian
fas	Persian/Farsi
fas	Persisch
fat	Fanti
fau	Fayu
fax	Fala
fay	Fars, Southwestern
fay	Southwestern Fars
faz	Fars, Northwestern
faz	Northwestern Fars
fbl	Bikol, West Albay
fbl	West Albay Bikol
